1991 | India | 7 | 1
1991 | Germany | 8 | 1
1991 | Canada | 9 | 1
1991 | South Korea | 10 | 0
1992 | Russia | 1 | 75
1992 | USA | 2 | 55
1992 | China | 3 | 5
1992 | Japan | 4 | 4
1992 | France | 5 | 4
1992 | United Kingdom | 6 | 3
1992 | India | 7 | 1
1992 | Germany | 8 | 1
1992 | Canada | 9 | 1
1992 | South Korea | 10 | 0
1993 | Russia | 1 | 70
1993 | USA | 2 | 57
1993 | China | 3 | 5
1993 | Japan | 4 | 4
1993 | France | 5 | 4
1993 | United Kingdom | 6 | 3
1993 | India | 7 | 2
1993 | Germany | 8 | 2
1993 | Canada | 9 | 2
1993 | South Korea | 10 | 1
1994 | Russia | 1 | 65
1994 | USA | 2 | 58
1994 | China | 3 | 5
1994 | Japan | 4 | 4
1994 | France | 5 | 5
1994 | United Kingdom | 6 | 3
1994 | India | 7 | 2
1994 | Germany | 8 | 2
1994 | Canada | 9 | 2
1994 | South Korea | 10 | 1
1995 | USA | 1 | 60
1995 | Russia | 2 | 35
1995 | China | 3 | 5
1995 | France | 4 | 5
1995 | Japan | 5 | 4
1995 | United Kingdom | 6 | 3
1995 | Germany | 7 | 2
1995 | Canada | 8 | 2
1995 | India | 9 | 2
1995 | South Korea | 10 | 1
1996 | USA | 1 | 62
1996 | Russia | 2 | 38
1996 | China | 3 | 6
1996 | France | 4 | 6
1996 | Japan | 5 | 4
1996 | United Kingdom | 6 | 4
1996 | Germany | 7 | 3
1996 | Canada | 8 | 3
1996 | India | 9 | 2
1996 | South Korea | 10 | 1
1997 | USA | 1 | 64
1997 | Russia | 2 | 40
1997 | China | 3 | 6
1997 | France | 4 | 6
1997 | Japan | 5 | 5
1997 | United Kingdom | 6 | 4
1997 | Germany | 7 | 3
1997 | Canada | 8 | 3
1997 | India | 9 | 3
1997 | South Korea | 10 | 1
1998 | USA | 1 | 66
1998 | Russia | 2 | 42
1998 | China | 3 | 7
1998 | France | 4 | 7
1998 | Japan | 5 | 5
1998 | United Kingdom | 6 | 4
1998 | Germany | 7 | 3
1998 | Canada | 8 | 3
1998 | India | 9 | 3
1998 | South Korea | 10 | 2
1999 | USA | 1 | 68
1999 | Russia | 2 | 44
1999 | China | 3 | 7
1999 | France | 4 | 7
1999 | Japan | 5 | 6
1999 | United Kingdom | 6 | 5
1999 | Germany | 7 | 4
1999 | Canada | 8 | 4
1999 | India | 9 | 3
1999 | South Korea | 10 | 2
2000 | USA | 1 | 70
2000 | Russia | 2 | 45
2000 | China | 3 | 8
2000 | France | 4 | 8
2000 | Japan | 5 | 6
2000 | United Kingdom | 6 | 5
2000 | Germany | 7 | 4
2000 | Canada | 8 | 4
2000 | India | 9 | 3
2000 | South Korea | 10 | 2
2001 | USA | 1 | 72
2001 | Russia | 2 | 43
2001 | China | 3 | 9
2001 | France | 4 | 9
2001 | Japan | 5 | 6
2001 | United Kingdom | 6 | 6
2001 | Germany | 7 | 4
2001 | Canada | 8 | 4
2001 | India | 9 | 3
2001 | South Korea | 10 | 2
2002 | USA | 1 | 74
2002 | Russia | 2 | 40
2002 | China | 3 | 10
2002 | France | 4 | 9
2002 | Japan | 5 | 7
2002 | United Kingdom | 6 | 6
2002 | Germany | 7 | 5
2002 | Canada | 8 | 5
2002 | India | 9 | 4
2002 | South Korea | 10 | 2
2003 | USA | 1 | 76
2003 | Russia | 2 | 38
2003 | China | 3 | 12
2003 | France | 4 | 10
2003 | Japan | 5 | 7
2003 | United Kingdom | 6 | 7
2003 | Germany | 7 | 5
2003 | Canada | 8 | 5
2003 | India | 9 | 4
2003 | South Korea | 10 | 3
2004 | USA | 1 | 78
2004 | Russia | 2 | 34
2004 | China | 3 | 13
2004 | France | 4 | 11
2004 | Japan | 5 | 8
2004 | United Kingdom | 6 | 7
2004 | Germany | 7 | 5
2004 | Canada | 8 | 5
2004 | India | 9 | 5
2004 | South Korea | 10 | 3
2005 | USA | 1 | 80
2005 | Russia | 2 | 30
2005 | China | 3 | 15
2005 | France | 4 | 12
2005 | Japan | 5 | 8
2005 | United Kingdom | 6 | 8
2005 | Germany | 7 | 6
2005 | Canada | 8 | 6
2005 | India | 9 | 5
2005 | South Korea | 10 | 3
2006 | USA | 1 | 85
2006 | Russia | 2 | 32
2006 | China | 3 | 16
2006 | France | 4 | 13
2006 | Japan | 5 | 9
2006 | United Kingdom | 6 | 9
2006 | Germany | 7 | 7
2006 | Canada | 8 | 7
2006 | India | 9 | 6
2006 | South Korea | 10 | 4
2007 | USA | 1 | 95
2007 | Russia | 2 | 33
2007 | China | 3 | 17
2007 | France | 4 | 14
2007 | Japan | 5 | 10
2007 | United Kingdom | 6 | 10
2007 | Germany | 7 | 8
2007 | Canada | 8 | 7
2007 | India | 9 | 6
2007 | South Korea | 10 | 4
2008 | USA | 1 | 105
2008 | Russia | 2 | 34
2008 | China | 3 | 18
2008 | France | 4 | 15
2008 | Japan | 5 | 11
2008 | United Kingdom | 6 | 11
2008 | Germany | 7 | 9
2008 | Canada | 8 | 8
2008 | India | 9 | 7
2008 | South Korea | 10 | 4
2009 | USA | 1 | 112
2009 | Russia | 2 | 34
2009 | China | 3 | 19
2009 | France | 4 | 17
2009 | Japan | 5 | 11
2009 | United Kingdom | 6 | 12
2009 | Germany | 7 | 9
2009 | Canada | 8 | 8
2009 | India | 9 | 7
2009 | South Korea | 10 | 5
2010 | USA | 1 | 120
2010 | Russia | 2 | 35
2010 | China | 3 | 20
2010 | France | 4 | 18
2010 | Japan | 5 | 12
2010 | United Kingdom | 6 | 12
2010 | Germany | 7 | 10
2010 | Canada | 8 | 9
2010 | India | 9 | 8
2010 | South Korea | 10 | 5
2011 | USA | 1 | 130
2011 | Russia | 2 | 36
2011 | China | 3 | 25
2011 | France | 4 | 19
2011 | Japan | 5 | 13
2011 | United Kingdom | 6 | 13
2011 | Germany | 7 | 11
2011 | Canada | 8 | 10
2011 | India | 9 | 9
2011 | South Korea | 10 | 6
2012 | USA | 1 | 140
2012 | Russia | 2 | 37
2012 | China | 3 | 30
2012 | France | 4 | 20
2012 | Japan | 5 | 14
2012 | United Kingdom | 6 | 15
2012 | Germany | 7 | 12
2012 | Canada | 8 | 10
2012 | India | 9 | 9
2012 | South Korea | 10 | 6
2013 | USA | 1 | 155
2013 | Russia | 2 | 38
2013 | China | 3 | 35
2013 | France | 4 | 22
2013 | Japan | 5 | 15
2013 | United Kingdom | 6 | 16
2013 | Germany | 7 | 13
2013 | Canada | 8 | 11
2013 | India | 9 | 10
2013 | South Korea | 10 | 7
2014 | USA | 1 | 165
2014 | Russia | 2 | 39
2014 | China | 3 | 42
2014 | France | 4 | 23
2014 | Japan | 5 | 16
2014 | United Kingdom | 6 | 18
2014 | Germany | 7 | 14
2014 | Canada | 8 | 11
2014 | India | 9 | 11
2014 | South Korea | 10 | 7
2015 | USA | 1 | 180
2015 | Russia | 2 | 40
2015 | China | 3 | 50
2015 | France | 4 | 25
2015 | United Kingdom | 5 | 20
2015 | Japan | 6 | 18
2015 | Germany | 7 | 15
2015 | Canada | 8 | 12
2015 | India | 9 | 12
2015 | South Korea | 10 | 8
2016 | USA | 1 | 220
2016 | Russia | 2 | 42
2016 | China | 3 | 60
2016 | France | 4 | 28
2016 | United Kingdom | 5 | 25
2016 | Japan | 6 | 20
2016 | Germany | 7 | 18
2016 | Canada | 8 | 15
2016 | India | 9 | 14
2016 | South Korea | 10 | 10
2017 | USA | 1 | 280
2017 | Russia | 2 | 45
2017 | China | 3 | 70
2017 | France | 4 | 32
2017 | United Kingdom | 5 | 30
2017 | Japan | 6 | 22
2017 | Germany | 7 | 22
2017 | Canada | 8 | 18
2017 | India | 9 | 16
2017 | South Korea | 10 | 12
2018 | USA | 1 | 350
2018 | Russia | 2 | 48
2018 | China | 3 | 80
2018 | France | 4 | 38
2018 | United Kingdom | 5 | 35
2018 | Japan | 6 | 24
2018 | Germany | 7 | 28
2018 | Canada | 8 | 22
2018 | India | 9 | 18
2018 | South Korea | 10 | 15
2019 | USA | 1 | 500
2019 | Russia | 2 | 50
2019 | China | 3 | 85
2019 | France | 4 | 42
2019 | United Kingdom | 5 | 40
2019 | Japan | 6 | 26
2019 | Germany | 7 | 32
2019 | Canada | 8 | 25
2019 | India | 9 | 20
2019 | South Korea | 10 | 18
2020 | USA | 1 | 900
2020 | China | 2 | 90
2020 | Russia | 3 | 20
2020 | United Kingdom | 4 | 50
2020 | France | 5 | 30
2020 | Japan | 6 | 25
2020 | Germany | 7 | 20
2020 | Canada | 8 | 15
2020 | India | 9 | 15
2020 | South Korea | 10 | 12
2021 | USA | 1 | 1400
2021 | China | 2 | 120
2021 | Russia | 3 | 22
2021 | United Kingdom | 4 | 80
2021 | France | 5 | 35
2021 | Japan | 6 | 28
2021 | Germany | 7 | 25
2021 | Canada | 8 | 20
2021 | India | 9 | 18
2021 | South Korea | 10 | 15
2022 | USA | 1 | 1800
2022 | China | 2 | 160
2022 | Russia | 3 | 25
2022 | United Kingdom | 4 | 300
2022 | Japan | 5 | 35
2022 | France | 6 | 45
2022 | Germany | 7 | 35
2022 | India | 8 | 25
2022 | Canada | 9 | 25
2022 | South Korea | 10 | 20
2023 | USA | 1 | 2100
2023 | China | 2 | 180
2023 | Russia | 3 | 25
2023 | United Kingdom | 4 | 450
2023 | Japan | 5 | 38
2023 | France | 6 | 52
2023 | Germany | 7 | 42
2023 | India | 8 | 30
2023 | Canada | 9 | 32
2023 | South Korea | 10 | 25
2024 | USA | 1 | 2400
2024 | China | 2 | 200
2024 | Russia | 3 | 25
2024 | United Kingdom | 4 | 600
2024 | Japan | 5 | 40
2024 | France | 6 | 60
2024 | Germany | 7 | 50
2024 | India | 8 | 35
2024 | Canada | 9 | 40
2024 | South Korea | 10 | 30
2025 | USA | 1 | 2500
2025 | China | 2 | 450
2025 | Russia | 3 | 30
2025 | United Kingdom | 4 | 150
2025 | Japan | 5 | 40
2025 | France | 6 | 25
2025 | India | 7 | 30
2025 | Germany | 8 | 20
2025 | Canada | 9 | 15
2025 | South Korea | 10 | 20
2026 | USA | 1 | 3000
2026 | China | 2 | 600
2026 | Russia | 3 | 35
2026 | United Kingdom | 4 | 180
2026 | Japan | 5 | 45
2026 | France | 6 | 30
2026 | India | 7 | 35
2026 | Germany | 8 | 25
2026 | Canada | 9 | 20
2026 | South Korea | 10 | 25
