2015 | JavaScript | 7 | 3.27%
2015 | Python | 8 | 2.61%
2015 | Perl | 9 | 2.26%
2015 | PL/SQL | 10 | 1.83%
2016 | Java | 1 | 21.42%
2016 | C | 2 | 16.03%
2016 | C++ | 3 | 6.91%
2016 | C# | 4 | 4.72%
2016 | Python | 5 | 3.81%
2016 | PHP | 6 | 2.91%
2016 | Visual Basic | 7 | 2.52%
2016 | JavaScript | 8 | 2.14%
2016 | Perl | 9 | 2.01%
2016 | Ruby | 10 | 1.95%
2017 | Java | 1 | 17.21%
2017 | C | 2 | 9.32%
2017 | C++ | 3 | 6.32%
2017 | C# | 4 | 4.02%
2017 | Python | 5 | 3.51%
2017 | PHP | 6 | 3.01%
2017 | JavaScript | 7 | 2.91%
2017 | Visual Basic .NET | 8 | 2.82%
2017 | Perl | 9 | 2.61%
2017 | Assembly | 10 | 2.11%
2018 | Java | 1 | 14.21%
2018 | C | 2 | 11.02%
2018 | C++ | 3 | 5.61%
2018 | Python | 4 | 4.62%
2018 | C# | 5 | 3.72%
2018 | PHP | 6 | 3.41%
2018 | JavaScript | 7 | 3.11%
2018 | Visual Basic .NET | 8 | 2.91%
2018 | Perl | 9 | 2.52%
2018 | Delphi | 10 | 2.11%
2019 | Java | 1 | 16.91%
2019 | C | 2 | 13.32%
2019 | Python | 3 | 8.21%
2019 | C++ | 4 | 8.11%
2019 | Visual Basic .NET | 5 | 6.42%
2019 | C# | 6 | 3.31%
2019 | JavaScript | 7 | 3.01%
2019 | PHP | 8 | 2.42%
2019 | SQL | 9 | 2.21%
2019 | Objective-C | 10 | 1.92%
2020 | Java | 1 | 16.90%
2020 | C | 2 | 15.77%
2020 | Python | 3 | 9.70%
2020 | C++ | 4 | 5.57%
2020 | C# | 5 | 5.35%
2020 | Visual Basic | 6 | 5.29%
2020 | JavaScript | 7 | 2.45%
2020 | PHP | 8 | 2.41%
2020 | SQL | 9 | 1.50%
2020 | Swift | 10 | 1.35%
2021 | C | 1 | 17.38%
2021 | Java | 2 | 11.96%
2021 | Python | 3 | 11.72%
2021 | C++ | 4 | 7.56%
2021 | C# | 5 | 3.95%
2021 | Visual Basic | 6 | 3.84%
2021 | JavaScript | 7 | 2.35%
2021 | PHP | 8 | 1.92%
2021 | R | 9 | 1.90%
2021 | SQL | 10 | 1.84%
2022 | Python | 1 | 13.58%
2022 | C | 2 | 12.44%
2022 | Java | 3 | 10.66%
2022 | C++ | 4 | 8.29%
2022 | C# | 5 | 5.68%
2022 | Visual Basic | 6 | 4.74%
2022 | JavaScript | 7 | 2.09%
2022 | Assembly | 8 | 1.85%
2022 | SQL | 9 | 1.80%
2022 | PHP | 10 | 1.71%
2023 | Python | 1 | 16.33%
2023 | C | 2 | 12.11%
2023 | C++ | 3 | 10.22%
2023 | Java | 4 | 9.91%
2023 | C# | 5 | 5.73%
2023 | Visual Basic | 6 | 4.21%
2023 | JavaScript | 7 | 2.32%
2023 | SQL | 8 | 2.11%
2023 | Assembly | 9 | 1.76%
2023 | PHP | 10 | 1.54%
2024 | Python | 1 | 13.97%
2024 | C | 2 | 11.44%
2024 | C++ | 3 | 9.96%
2024 | Java | 4 | 7.82%
2024 | C# | 5 | 7.16%
2024 | JavaScript | 6 | 2.91%
2024 | PHP | 7 | 2.11%
2024 | Visual Basic | 8 | 1.62%
2024 | SQL | 9 | 1.51%
2024 | Scratch | 10 | 1.42%
2025 | Python | 1 | 23.91%
2025 | C++ | 2 | 11.41%
2025 | Java | 3 | 10.73%
2025 | C | 4 | 9.81%
2025 | C# | 5 | 4.10%
2025 | JavaScript | 6 | 3.06%
2025 | SQL | 7 | 1.76%
2025 | Go | 8 | 1.63%
2025 | Delphi | 9 | 1.48%
2025 | Visual Basic | 10 | 1.15%
2026 | Python | 1 | 22.64%
2026 | C | 2 | 11.02%
2026 | Java | 3 | 8.74%
2026 | C++ | 4 | 8.62%
2026 | C# | 5 | 7.12%
2026 | JavaScript | 6 | 3.48%
2026 | Visual Basic | 7 | 2.15%
2026 | SQL | 8 | 1.94%
2026 | Go | 9 | 1.52%
2026 | Delphi | 10 | 1.33%
